dt,AverageTemperature
1901-11-01,-4.2669999999999995
1901-12-01,-3.475999999999999
1902-01-01,0.31599999999999895
1902-02-01,2.1479999999999997
1902-04-01,2.678000000000001
1902-05-01,2.411999999999999
1902-06-01,-0.7260000000000026
1902-07-01,-2.3200000000000003
1902-08-01,-0.2469999999999999
1902-09-01,-1.0799999999999983
1902-10-01,-1.6739999999999995
1902-11-01,-3.958000000000002
1902-12-01,-3.3649999999999984
1903-01-01,0.04899999999999949
1903-02-01,1.7049999999999983
1903-03-01,4.339000000000002
1903-04-01,4.201999999999998
1903-05-01,2.311
1903-06-01,0.38200000000000145
1903-07-01,-2.314
1903-08-01,-1.3689999999999998
1903-09-01,-0.13400000000000034
1903-10-01,-1.9860000000000007
1903-11-01,-4.3679999999999986
1903-12-01,-3.2250000000000014
1904-01-01,0.24100000000000676
1904-02-01,2.4539999999999935
1904-03-01,4.172000000000001
1904-04-01,4.698
1904-05-01,1.4179999999999993
1904-06-01,-0.8490000000000002
1904-07-01,-2.2079999999999984
1904-08-01,-0.3230000000000004
1904-09-01,-0.18100000000000094
1904-10-01,-1.6600000000000001
1904-11-01,-4.256
1904-12-01,-2.8919999999999995
1905-01-01,-1.3420000000000005
1905-02-01,0.2889999999999997
1905-04-01,3.576999999999998
1905-05-01,4.6030000000000015
